year,avgHum,avgTemp,avgWs,rainFall
20120408,45,13.3,3.4,0
20120409,61,16,2.4,0
20120410,77,13.7,2,4.8
20120411,81,12.5,2.5,2.2
20120412,51,10.8,2.7,0
20120413,60,10.5,1.6,0.7
20120414,62,12.7,1.9,0
20120415,54,14.7,1.8,0
20120416,56,13.3,2.3,0
20120417,56,11.9,1.9,0
20120418,53,13.5,1.7,0
20120419,61,13.6,2,1.9
20120420,64,15,3,0.7
20120421,84,12.6,3.8,57.6
20120422,80,12.4,3.2,4.1
20120423,71,15.7,2.2,0.1
20120424,61,19,1.8,0
20120425,80,14.7,2.7,28.6
20120426,50,13.1,4,0.5
20120427,42,14.5,2.4,0
20120428,48,16.9,2.2,0
20120429,65,16.8,1.4,0
20120430,62,18.7,2.7,0.3
20120501,70,18.8,1.7,5.6
20120502,73,19,2.4,1.2
20120503,72,17.4,2.2,1.5
20120504,61,18.9,2.2,0.1
20120505,46,19.6,2.8,0.1
20120506,41,17.7,2.5,0
20120507,49,18.4,1.7,0
20120508,60,18.9,1.8,1.1
20120509,67,18.4,2,0.1
20120510,71,15.9,2.4,0.2
20120511,69,14.5,2.3,0.1
20120512,65,15.5,2,0
20120513,67,16.9,1.4,0
20120514,87,15.6,1.2,17.6
20120515,69,17.5,2.2,0.5
20120516,63,17.3,2,0.1
20120517,64,16.1,2.6,1.3
20120518,60,16.7,1.8,0
20120519,57,17.8,1.4,0
20120520,58,19,1.6,0
20120521,57,19.4,1.9,0
20120522,54,20,1.6,0
20120523,54,20.7,1.7,0
20120524,60,19.7,1.5,0.3
20120525,60,19.9,1.8,0.3
20120526,49,19.7,1.7,0
20120527,54,20.4,1.9,0.3
20120528,67,19.7,1.8,1.3
20120529,62,20.4,1.7,0.1
20120530,74,18.7,1.8,3.5
20120531,71,19.6,1.6,1.1
20120601,68,19.8,1.6,0
20120602,65,20.3,1.8,1.5
20120603,62,20.9,1.6,0
20120604,63,21.6,1.6,0.2
20120605,65,23.1,1.9,0
20120606,66,22.7,2,0
20120607,69,22.7,1.7,0
20120608,84,20.1,1.4,7.7
20120609,75,21.6,1.7,0
20120610,71,22.1,1.8,1.1
20120611,74,21.5,1.5,0.2
20120612,72,22,2,2.2
20120613,71,21.4,2.3,1.4
20120614,67,21.5,2.6,0
20120615,77,20.4,2.2,4.5
20120616,73,22.2,1.7,0.3
20120617,67,23.2,1.7,0
20120618,73,22.2,1.5,3.3
20120619,71,22.9,2.1,7.2
20120620,72,22.6,1.9,0.2
20120621,70,23.5,1.8,0.1
20120622,72,23.1,1.7,0.1
20120623,71,23.8,1.6,1
20120624,69,23.3,2.2,0.8
20120625,60,22.7,2.9,0
20120626,63,21.7,3.1,0.4
20120627,68,21.4,2.7,0.2
20120628,68,22.8,2,0
20120629,73,23.5,2,4.6
20120630,89,23.3,2.8,37.4
20120701,79,23.4,2,0.5
20120702,73,24,1.7,0.1
20120703,77,24.6,1.9,1.1
20120704,76,25.4,2.1,0.3
20120705,88,23.9,1.7,25.2
20120706,89,23.2,2.7,64
20120707,77,23,1.9,2.1
20120708,75,24,1.5,0
20120709,76,24.9,1.4,0
20120710,78,24,2.2,6.4
20120711,89,24.1,2.3,33.2
20120712,80,25,1.6,0.8
20120713,85,24.8,1.7,23.6
20120714,89,23.3,1.8,25.1
20120715,90,22.4,2.6,48.2
20120716,83,23,1.5,0.6
20120717,87,23.5,1.5,8
20120718,84,25.4,2.3,14.1
20120719,84,25.6,3.3,27.9
20120720,79,26.1,1.7,0.2
20120721,79,26.1,1.4,0.1
20120722,83,25.6,1.8,3.9
20120723,79,27.3,2,0.7
20120724,75,28,1.7,0
20120725,74,28,1.6,0
20120726,72,27.9,1.6,0
20120727,73,28,1.8,0
20120728,73,28.2,1.7,0
20120729,73,28.7,2,0
20120730,72,28.8,2.1,1.2
20120731,72,28.9,1.6,0.1
20120801,67,29.4,2.3,0
20120802,68,28.8,2.9,0.3
20120803,69,28.8,2.5,0
20120804,69,28.8,1.9,0
20120805,68,29.2,1.8,0
20120806,69,29,2,1.2
20120807,66,28.2,2.2,0.2
20120808,67,27,2,0
20120809,73,27.2,1.5,0.2
20120810,83,25.3,1.3,8
20120811,75,26.9,1.5,0.8
20120812,85,26.2,1.5,26.8
20120813,86,25.5,1.9,35
20120814,81,25.4,2,6.2
20120815,83,26.5,2.9,42.8
20120816,87,25.6,1.5,21.1
20120817,83,26.9,1.5,2.7
20120818,84,27.6,1.6,2.6
20120819,79,28.2,2.4,1.5
20120820,84,26.8,2.2,17.7
20120821,82,26.7,1.8,17.4
20120822,89,23.6,1.7,29.4
20120823,88,22.4,2,38.5
20120824,88,22.4,2.4,40.8
20120825,82,25.6,1.7,3.4
20120826,77,27,1.7,0
20120827,73,27.1,3.1,1.9
20120828,78,25.9,6.8,38.3
20120829,76,26.2,2.7,2.6
20120830,88,22.3,3.2,67.5
20120831,74,22.6,2,1.7
20120901,80,22.9,1.4,0.5
20120902,80,23.3,1.3,0.3
20120903,79,23.7,1.4,0.1
20120904,86,23.1,1.8,23.3
20120905,76,22.8,1.9,9.9
20120906,68,20.8,1.6,0
20120907,75,21.9,1.8,8.7
20120908,79,21.9,2.2,33.3
20120909,85,19.9,1.3,7.9
20120910,80,21,1.6,10.4
20120911,74,20.9,1.6,0
20120912,78,21.1,1.3,0
20120913,86,21.3,1.1,5.8
20120914,83,19.8,1.5,4.3
20120915,79,19.8,1.7,2.9
20120916,88,18.8,2.6,46.6
20120917,88,18.8,4.8,95.5
20120918,75,20.7,2.2,0.1
20120919,74,19.6,1.9,0.3
20120920,75,18.9,1.4,0
20120921,78,18.7,1.3,0
20120922,77,19.1,1.3,0.1
20120923,73,19.3,1.5,0
20120924,72,19.1,1.6,0
20120925,71,19.2,1.7,0
20120926,73,18.8,1.5,0
20120927,77,18.8,1.5,0
20120928,78,18.6,1.7,1.6
20120929,66,16.6,2.3,0.1
20120930,71,15.9,1.8,0
20121001,73,16.7,1.4,0
20121002,75,17.3,1.3,0
20121003,72,17.4,1.5,0
20121004,73,17.1,1.4,0
20121005,76,17.5,1.2,0
20121006,72,17.9,1.5,0.1
20121007,70,16.7,1.6,0
20121008,68,15.6,1.7,0
20121009,73,15.2,1.3,0
20121010,76,15.4,1.8,1.6
20121011,63,13.7,2.1,0
20121012,64,13.4,1.4,0
20121013,67,14.5,1.2,0
20121014,64,15.4,1.5,0
20121015,56,13.7,1.7,0
20121016,66,15.6,1.7,0
20121017,66,13.6,2.6,1.6
20121018,52,10.5,2.2,0
20121019,62,12.3,1.4,0
20121020,68,13.6,1.5,0.1
20121021,70,15.7,1.2,0
20121022,78,14.7,2.8,26.7
20121023,54,11,3.1,0
20121024,69,11.6,1.5,0
20121025,74,13.2,1.3,0.1
20121026,73,14.5,1.4,0
20121027,90,14.8,1.9,25.4
20121028,65,15.4,3,0
20121029,70,12.1,1.5,0
20121030,61,10.3,2.6,0.3
20121031,60,8.2,2.2,0.4
20121101,49,7.2,3.1,0.1
20121102,56,6.2,1.5,0
20121103,61,8.1,1.2,0
20121104,76,10.8,2.2,5.8
20121105,78,10.4,1.9,3
20121106,75,9.3,2.6,4.5
20121107,67,9.8,2.6,0
20121108,73,10,1.5,0
20121109,75,9.8,1.5,0
20121110,63,12.1,3.3,3
20121111,71,10.6,3.7,18.1
20121112,54,9.6,4,1.2
20121113,62,7.3,3.2,3.1
20121114,60,4.8,3.1,0.7
20121115,62,4.9,1.8,0
20121116,77,5.9,1.2,5.7
20121117,65,7.5,2.8,4
20121118,60,4.5,1.6,0
20121119,65,5.3,2.7,1.1
20121120,56,3.2,2.1,0
20121121,64,3.7,1.1,0
20121122,68,6.2,1.2,0
20121123,64,6.1,2.4,0.5
20121124,56,3.3,2.2,0
20121125,60,3.5,1.4,1.2
20121126,62,3.8,3.2,2.8
20121127,52,1.8,1.7,0
20121128,62,6.2,2.7,0.8
20121129,50,2.9,1.8,0
20121130,51,2.6,1.6,0.1
20121201,54,1,2.2,0.2
20121202,73,3.1,1.3,0.6
20121203,76,3.2,2.6,3.2
20121204,52,0.2,3.5,0.1
20121205,67,0,2.8,6.7
20121206,59,-3.8,2.6,0.6
20121207,79,-2.1,1.8,3.3
20121208,62,-3.9,2.8,0.9
20121209,58,-6.2,2.9,0.4
20121210,60,-5.4,2.1,0
20121211,61,-4.2,1.8,0
20121212,61,-3.6,1.5,0
20121213,60,-1.3,1.2,0
20121214,86,3.3,1.7,25.3
20121215,88,5.3,1.7,0.5
20121216,81,3.3,1.3,0
20121217,71,2.7,2.6,0
20121218,52,-2.8,3.5,0
20121219,55,-4.2,2.2,0
20121220,52,-1.8,1.8,0
20121221,78,0.9,1.6,6.7
20121222,71,0.1,2.7,0
20121223,55,-4.8,3.7,0.4
20121224,59,-6.7,1.8,0.1
20121225,55,-4.3,3.1,0.3
20121226,43,-8,2,0
20121227,48,-4.1,1.3,0
20121228,83,-0.7,1.4,7.3
20121229,88,0.7,1.2,2.2
20121230,63,-3.5,3.5,1.5
20121231,61,-6.1,2.1,0.2
20130101,77,-3.2,1.7,2
20130102,52,-6,3.3,0.4
20130103,51,-9.9,2.8,0
20130104,54,-9,1.7,0
20130105,59,-5.9,1.9,0
20130106,60,-4.1,1.7,0
20130107,53,-4,1.7,0
20130108,55,-3.2,1.8,0
20130109,48,-5.6,2.9,0
20130110,47,-6.9,2.1,0
20130111,57,-4.3,1.3,0
20130112,69,0.3,1.7,0.1
20130113,73,-0.7,1.2,0
20130114,66,-0.7,2.1,0.1
20130115,69,-1.9,1.1,0
20130116,69,-0.7,1.9,0.1
20130117,64,-2.8,2.9,1.9
20130118,59,-3.3,1.9,0
20130119,65,-0.1,1.7,0
20130120,69,1.4,1.5,0
20130121,91,3.8,1.8,19.3
20130122,87,3.6,1.8,2.2
20130123,87,2.5,1.4,1.4
20130124,67,0.9,3.1,0.3
20130125,42,-4.6,4.1,0
20130126,46,-5.5,3.2,0
20130127,58,-5,2.8,0
20130128,60,-1.8,1.8,0
20130129,73,2.2,1.1,0
20130130,75,4.1,1,0
20130131,70,6.4,1.5,0.5
20130201,90,8.6,2.5,31.3
20130202,54,3,3.4,0
20130203,62,-0.2,1.4,3.2
20130204,79,2,2.3,4.2
20130205,84,0.6,1.3,3.9
20130206,77,1.1,2.7,2.2
20130207,47,-6.2,4.5,0.1
20130208,48,-8.2,2.6,0
20130209,55,-5.1,2,0
20130210,59,-1.7,2.4,0.1
20130211,49,-2.8,1.9,0
20130212,64,-1.7,1.8,0.3
20130213,60,-0.9,1.7,0
20130214,56,2.1,1.3,0
20130215,45,1.4,3.1,0
20130216,45,-1.6,1.8,0
20130217,59,2,1.3,1.9
20130218,66,2.9,2.3,1.8
20130219,40,-0.1,3.4,0.5
20130220,38,-1.9,2.7,0
20130221,46,-0.2,2.1,0
20130222,57,1.6,2.5,0.6
20130223,44,0.1,2.9,0
20130224,50,1.8,1.8,0
20130225,49,3.1,1.2,0
20130226,63,4.9,1.2,0.2
20130227,61,6.1,2.1,0
20130228,50,8,1.8,0
20130301,58,4.2,4.2,4.9
20130302,50,0.4,2.9,0
20130303,54,1.3,2.1,0
20130304,56,3.4,2.2,0
20130305,51,4.7,2.1,0
20130306,49,7.9,1.9,0
20130307,69,9.4,2.6,0.8
20130308,64,9.8,2.4,0
20130309,54,13.5,2.7,0
20130310,44,5.8,3.9,0
20130311,51,4.5,1.7,0
20130312,59,9.1,1.8,1.4
20130313,79,6.5,3.4,16.1
20130314,64,4.3,1.9,0
20130315,59,5.9,2,0
20130316,50,7.6,1.8,0
20130317,64,8.9,1.9,16
20130318,79,10.3,2.5,16.3
20130319,68,10.7,1.9,0
20130320,66,5.5,3.4,2.3
20130321,46,2.5,2.1,0
20130322,59,5.3,2.1,0
20130323,58,6.7,1.8,0
20130324,57,6.5,2.5,0
20130325,55,3.8,3,0.8
20130326,53,5.1,1.7,0
20130327,51,9,1.8,0
20130328,49,9.9,2.3,0
20130329,41,7.2,2.8,0
20130330,55,6.6,1.9,0.3
20130331,60,7.3,2.2,0.6
20130401,57,9.2,1.7,0
20130402,77,7.4,2.6,1.4
20130403,55,10,2.6,0
20130404,49,11.9,2,0
20130405,59,13.1,1.8,0.3
20130406,86,8.5,3.1,24.7
20130407,64,5.2,3.8,1.6
20130408,51,8.6,2.6,0.1
20130409,43,8.2,4.3,0.3
20130410,49,5.5,3.3,0.1
20130411,49,7,3.6,0.5
20130412,47,6.9,2.7,0
20130413,42,11.8,3.1,0
20130414,46,11.4,3.8,1.5
20130415,44,7.9,1.7,0
20130416,61,15.6,3.3,0.1
20130417,79,12.1,2.6,0.3
20130418,61,11.8,2.7,0
20130419,48,9.4,2.4,0
20130420,81,5.8,1.6,9.7
20130421,60,8.8,2.5,0
20130422,49,11.3,1.8,0
20130423,78,10.9,1.7,22.1
20130424,70,13.6,2.8,1.5
20130425,72,10.8,2.6,2.2
20130426,56,11.4,3.2,0.5
20130427,60,11.6,2,0.8
20130428,62,15.2,2.3,0
20130429,73,14.6,2.9,7.5
20130430,52,13.2,2.5,0.1
20130501,63,11.6,2.2,0.2
20130502,71,11.8,2,1.1
20130503,68,12.5,2,0.9
20130504,61,14,2.2,0.1
20130505,52,15.6,2.4,0
20130506,47,16.8,2.4,0
20130507,60,16.1,2.1,0
20130508,55,17.5,1.7,0
20130509,65,18,1.9,3.8
20130510,85,15.6,2.5,15.9
20130511,61,18.1,2.3,0
20130512,60,20.2,3,0.1
20130513,56,20.2,2,0
20130514,61,18.9,1.9,0
20130515,67,18.9,2.2,0
20130516,59,17.8,3.1,0
20130517,59,16.9,2.4,0
20130518,68,17.7,1.7,4.2
20130519,88,16.5,2,24.4
20130520,75,16.9,2.3,0
20130521,55,17.9,1.7,0
20130522,60,19.9,1.6,0
20130523,67,20.7,1.5,0
20130524,64,21.7,1.6,0
20130525,67,21.5,1.7,0
20130526,67,21.8,1.7,0
20130527,83,19.5,2.8,51.8
20130528,91,19.5,2.2,26.1
20130529,82,18.5,2.4,0.5
20130530,62,19.8,1.9,0
20130531,63,19.6,1.2,0
20130601,67,19.6,1.3,0
20130602,68,19.9,1.9,0
20130603,70,20.1,1.7,0
20130604,65,21.8,1.5,0
20130605,68,22.3,1.5,0
20130606,71,22.2,1.6,0.6
20130607,71,22.2,1.8,0.2
20130608,68,22.1,1.8,0
20130609,62,22.5,2.5,0
20130610,62,22.6,2.3,0
20130611,76,21,2,4.8
20130612,89,20.7,1.4,3.4
20130613,80,22.3,1.4,0.1
20130614,83,22.2,1.2,1.5
20130615,76,24,1.6,0.1
20130616,71,24.2,1.9,0
20130617,72,24,2,1
20130618,92,22.6,1.7,46.9
20130619,83,23.4,1.5,20.1
20130620,76,24.4,1.4,0
20130621,77,23.8,1.6,0.4
20130622,78,23.2,1.6,1.3
20130623,84,21.6,1.4,2.9
20130624,74,22.9,1.5,0
20130625,80,22.6,1.5,6.5
20130626,76,23.3,1.8,5.8
20130627,78,23.3,1.6,3.5
20130628,77,23.6,1.5,1.6
20130629,73,24.5,1.6,0.1
20130630,72,25.1,1.8,0
20130701,75,25.4,1.8,0
20130702,81,25.7,3.3,11.5
20130703,79,25.7,2.7,18.6
20130704,86,25.2,2.2,22.3
20130705,90,23.8,2,51.5
20130706,82,25,1.6,0
20130707,88,24.4,1.8,19.3
20130708,83,26.1,3.2,14.6
20130709,79,27,2.6,1.7
20130710,79,26.9,2.4,2.3
20130711,78,26.8,2.4,5
20130712,80,26,2.5,6.3
20130713,84,26.2,1.8,18.4
20130714,85,25.9,2.2,23.6
20130715,83,26,2.2,14.2
20130716,70,27.3,3.5,0.5
20130717,77,26.4,2.6,8.5
20130718,79,26.4,1.7,4.7
20130719,78,26.6,1.8,0.4
20130720,74,27.4,2.3,1.1
20130721,79,27.2,2.5,1.3
20130722,79,27.3,2.2,16.6
20130723,85,26.3,2.4,17.3
20130724,79,26.7,2.9,4.8
20130725,73,26.7,2.2,0
20130726,73,27,1.9,0
20130727,75,26.5,1.4,0.1
20130728,87,26,1.7,11.1
20130729,82,27.4,2.1,5.2
20130730,84,26.3,1.6,8.5
20130731,84,27,2,12.9
20130801,82,27.2,1.5,3.6
20130802,84,27,1.8,3.7
20130803,84,27.2,1.9,9.1
20130804,84,27.4,1.7,7.6
20130805,80,27.6,2,4.9
20130806,80,27.6,1.9,9.8
20130807,79,28.9,1.6,0
20130808,76,29.7,2.1,0
20130809,76,29.9,2.2,2.1
20130810,78,28.4,1.8,6.4
20130811,74,28.8,1.5,0.2
20130812,74,28.9,1.6,0.2
20130813,73,28.4,1.7,0
20130814,72,28.2,1.7,0
20130815,73,28.4,1.8,0.1
20130816,72,28.4,1.9,0.5
20130817,71,28.4,2.2,0
20130818,73,28.7,2,0.7
20130819,73,28.4,1.7,2.5
20130820,70,27.6,1.6,0.6
20130821,75,27.5,1.8,1.4
20130822,80,27.8,1.5,6.6
20130823,90,25.4,1.3,38.7
20130824,84,24.7,1.2,31
20130825,75,24.9,1.4,2.3
20130826,72,24.9,1.5,0.1
20130827,73,25.1,1.5,0
20130828,74,25.4,1.6,0
20130829,83,25.5,2.7,23.4
20130830,80,25.1,1.7,4.7
20130831,73,23.3,2.1,3.7
20130901,71,22.9,1.7,0
20130902,69,22.1,1.6,0.2
20130903,70,20.2,1.8,0
20130904,65,20.6,2.1,0
20130905,73,20.1,1.6,0
20130906,84,19.2,1.4,5.2
20130907,81,20.5,1.3,1.6
20130908,76,21.4,1.4,0
20130909,76,21.7,1.3,0
20130910,77,22.5,1.2,3
20130911,86,22.3,1.4,9.9
20130912,86,22.5,1.1,2.9
20130913,85,24.2,1.7,14.4
20130914,88,22.4,1.5,40.6
20130915,75,22.7,2,0
20130916,67,20.4,1.8,0.1
20130917,70,21,1.3,0
20130918,70,22.5,1.5,0
20130919,72,22.4,1.8,0
20130920,77,22.4,1.4,0
20130921,75,22.9,1.5,0
20130922,71,22.2,2.4,1.6
20130923,71,22.1,1.8,0
20130924,84,21.8,1.4,3.8
20130925,71,19.6,2.5,1.1
20130926,60,17.1,1.9,0.2
20130927,65,17.2,1.4,0
20130928,77,18.2,1.4,2.1
20130929,93,18.8,1.3,26.8
20130930,85,20.9,1.5,7.2
20131001,80,20.8,1.6,0.5
20131002,76,19.4,2,2.4
20131003,64,16.1,2,0.1
20131004,68,16.2,1.6,0
20131005,70,18.5,1.9,0
20131006,77,20.9,2.6,2.7
20131007,80,22.5,1.9,0.9
20131008,90,20.3,2.6,30.7
20131009,81,20,1.6,0.6
20131010,88,19.9,1.1,8.2
20131011,65,18.8,3.2,0.3
20131012,57,15.5,2.1,0
20131013,68,15.8,1.3,0
20131014,74,17.3,1.3,0
20131015,77,14.4,2.9,5.8
20131016,63,11.1,2.2,0
20131017,70,11.1,1.2,0
20131018,71,13,1.4,0
20131019,74,14.3,1.5,0
20131020,73,15.9,1.6,0.1
20131021,72,14.9,1.8,0
20131022,67,15.1,2.2,0.2
20131023,70,15.4,1.9,0
20131024,68,14.1,2.1,0
20131025,53,10.9,2.8,0
20131026,65,10,1.9,0
20131027,68,10.1,1.4,0
20131028,70,10.5,1.1,0
20131029,70,12.2,1.5,0.3
20131030,68,11.9,1.7,0
20131031,72,12,1.1,0
20131101,71,14,1.3,0
20131102,82,14.1,1.2,2
20131103,79,13.4,1.3,0.1
20131104,74,12,1.8,0.3
20131105,72,11.1,1.2,0
20131106,80,12.3,1.2,0.9
20131107,60,12.8,2.6,0.5
20131108,61,9.3,1.4,0
20131109,77,11.9,1.5,12.5
20131110,56,9.3,3.7,0.6
20131111,46,4.9,3,0
20131112,53,4.6,2.4,0
20131113,63,4.7,1.3,0
20131114,69,6.5,1.3,0.5
20131115,74,8.3,1.4,0.7
20131116,70,7.2,1.4,0.5
20131117,58,7.1,3.6,1.4
20131118,58,3.2,3.8,1.4
20131119,59,3.5,3.6,0.8
20131120,54,3.4,2.8,0.1
20131121,62,3.8,2,0
20131122,63,5,1.9,0
20131123,68,6.1,1.5,0
20131124,73,8.4,2.1,14
20131125,62,7.5,5,12.6
20131126,60,3.5,2.4,0.3
20131127,76,1.8,2.8,6.7
20131128,67,-1.3,2.4,1.3
20131129,67,1.1,2.2,0.5
20131130,72,3.9,1.6,0
20131201,72,4.5,1.7,0
20131202,68,4,1.7,0
20131203,68,5,1.4,0
20131204,74,4.6,1.3,0
20131205,76,5.4,1.4,0
20131206,54,4.2,2.1,0
20131207,64,3.9,1.4,0
20131208,72,4.5,1.2,0
20131209,81,5.8,2.1,8.5
20131210,62,3,3.1,1.2
20131211,66,0.9,3.3,2.2
20131212,65,1,2.7,3.1
20131213,59,-2.4,3,0.3
20131214,65,-0.5,2.3,0.3
20131215,54,-1.2,2.2,0
20131216,59,-1.3,1.1,0
20131217,66,2,1.5,1.7
20131218,71,4.2,2.1,0.4
20131219,65,-0.2,3.5,1.2
20131220,68,-0.9,3.2,1.2
20131221,67,-0.4,2.2,0.1
20131222,65,-0.8,1.5,0
20131223,62,0.3,2,0
20131224,64,-0.4,1.4,0.1
20131225,69,0.8,1.1,0
20131226,69,1.6,2.2,0.3
20131227,53,-2.4,3.7,0
20131228,55,-3.9,2.5,0.1
20131229,64,-1.7,2.1,0.3
20131230,61,2.8,2.3,0
20131231,60,4.1,2.5,0
20140101,51,4.8,3,0
20140102,49,2.6,1.6,0
20140103,54,2.6,1.2,0
20140104,63,1.5,1.7,1.2
20140105,62,0.7,1.6,0.1
20140106,59,0.2,1.1,0
20140107,60,1.9,1.1,0
20140108,65,2.1,2.4,1.8
20140109,34,-4.4,3.6,0
20140110,56,-3.7,1.8,0
20140111,58,-0.8,1.6,0
20140112,56,-0.4,2.3,0
20140113,38,-3.9,2.3,0
20140114,43,-3.4,1.8,0
20140115,50,-2.3,1.8,0
20140116,62,-0.9,1.5,0
20140117,64,-0.1,1.2,0
20140118,53,-0.6,2.9,0
20140119,49,-1.7,1.4,0
20140120,69,1,2.4,1.5
20140121,66,-2.9,3,1.4
20140122,60,-2.7,2,0
20140123,62,-1,1.3,0
20140124,66,4,1.9,0
20140125,79,6.2,2.1,1.9
20140126,56,0.4,2.5,0.2
20140127,56,0.7,1.7,0
20140128,57,3,2.2,0.1
20140129,51,3,1.4,0.7
20140130,73,6.1,2.3,1.1
20140131,51,3.1,1.4,0
20140201,69,7.5,1.7,6
20140202,84,8.9,1.9,0.4
20140203,50,1.8,3.6,0
20140204,35,-4.9,3.7,0
20140205,40,-3.8,1.7,0
20140206,52,-0.5,1.7,0.3
20140207,66,2.6,2.6,2.8
20140208,81,2.2,2.3,3.2
20140209,76,0.4,2.5,3.2
20140210,72,0.1,2.4,2.2
20140211,63,0.1,2.1,0.6
20140212,65,0.9,1.7,0.4
20140213,68,1.6,2,2.1
20140214,63,1.9,2.3,0.2
20140215,62,1.7,1.6,0
20140216,62,2.7,1.2,0
20140217,66,4.1,2,2.5
20140218,61,2.4,2.8,0.5
20140219,60,1.6,1.8,0.1
20140220,64,1.5,1.8,0
20140221,57,1.1,1.7,0
20140222,61,1.8,1.4,0
20140223,62,2.9,1.3,0
20140224,61,4.2,1.3,0
20140225,61,5.6,1.3,0
20140226,72,6.2,1.4,4.1
20140227,68,8.6,1.9,0.2
20140228,68,7.1,1.9,0.1
20140301,76,6.6,1.5,2.1
20140302,59,5,2.5,0.6
20140303,52,4.3,1.6,0
20140304,57,5.1,1.5,0.2
20140305,45,3.1,3.7,0.7
20140306,39,1.4,2.7,0
20140307,35,1.3,3,0
20140308,46,2.4,2.1,0
20140309,52,2.5,3,1.3
20140310,45,2,2.3,0
20140311,48,5,2,0
20140312,79,5.8,1.5,23
20140313,80,4.2,3,8.8
20140314,66,3.3,2.1,0.3
20140315,59,6.9,2.6,0
20140316,62,10.6,2.2,0
20140317,71,12.4,2.5,1.3
20140318,67,12.6,3.1,0.5
20140319,64,9,2,0.1
20140320,69,6.4,3,2.7
20140321,59,5,2.6,0
20140322,58,7.6,1.9,0
20140323,52,10.2,2,0
20140324,50,11.2,2.3,0
20140325,72,14.2,1.8,9.3
20140326,80,13.8,1.6,8.9
20140327,71,12.7,1.6,0
20140328,59,15.7,1.9,0
20140329,82,14.2,1.9,10.7
20140330,73,12.7,2.6,3.8
20140331,66,12,1.4,0
20140401,56,13.2,1.5,0
20140402,48,14.3,1.6,0
20140403,62,10.7,2.4,4.9
20140404,54,7,3,0.8
20140405,59,6.2,2.6,0.6
20140406,44,8,3.3,0
20140407,47,11.6,2.8,0
20140408,47,12.2,1.8,0
20140409,59,12.9,1.8,0
20140410,61,12.8,2.3,0
20140411,62,12.3,1.7,0.1
20140412,66,13.4,1.4,0.1
20140413,68,13.5,1.8,2.4
20140414,53,13.7,1.9,0
20140415,57,16,2.4,0
20140416,60,16.3,2,0
20140417,68,13.4,1.8,12.5
20140418,76,13.5,1.9,0.7
20140419,61,12.5,2.7,0
20140420,56,13.6,2.2,0
20140421,56,15,2,0
20140422,47,14.9,1.9,0
20140423,48,15.4,1.7,0
20140424,48,16.6,1.6,0
20140425,43,17.1,1.5,0
20140426,50,17.1,1.6,0
20140427,78,15.6,1.8,12.1
20140428,88,13.6,3,27.2
20140429,85,14.2,2.4,23.2
20140430,77,14.5,1.7,1.1
20140501,66,16.3,2,0
20140502,61,17.4,2.8,0.2
20140503,48,14.4,3.3,0
20140504,58,13.3,2.4,1.2
20140505,47,11.6,3.3,0.1
20140506,47,12.7,2.2,0
20140507,49,15.3,2.6,0.3
20140508,69,15.4,2.9,2.7
20140509,60,15.5,1.8,0
20140510,49,17.2,2.2,0
20140511,61,17.3,3.2,18.5
20140512,69,17.9,3.3,15.6
20140513,59,20.1,2.6,0
20140514,64,18.5,1.9,1.6
20140515,56,18.6,3,0
20140516,49,19,2.3,0
20140517,56,18.7,1.7,0
20140518,60,18.6,1.6,0
20140519,58,19.4,1.6,0
20140520,70,18.4,1.4,4.5
20140521,69,18.4,2.3,0
20140522,67,19.5,1.9,0
20140523,74,19.2,1.9,0
20140524,68,21.8,1.9,0
20140525,74,20.5,2.5,7.7
20140526,59,20.5,2.9,2.3
20140527,48,22,2.8,0
20140528,65,21.6,2.3,1.2
20140529,60,22.8,1.8,0
20140530,51,23.6,1.7,0
20140531,55,24.3,1.7,0
20140601,60,23.9,1.4,0
20140602,72,20.9,2.4,5.9
20140603,86,19.1,2.4,19.8
20140604,72,21.1,2.8,3.1
20140605,72,20.7,2.2,1.2
20140606,67,21.4,1.7,0
20140607,72,21,1.8,0.2
20140608,77,20.6,1.8,0.7
20140609,77,20.9,1.8,0.9
20140610,77,21,2,4
20140611,78,20.4,2,4.8
20140612,79,19.4,1.7,7.2
20140613,78,20.3,1.9,1
20140614,70,22.1,1.9,0
20140615,65,22.6,2.1,0
20140616,63,23.3,1.8,0
20140617,74,22,1.7,1.9
20140618,71,22.5,1.8,0.3
20140619,74,22.6,1.8,0.3
20140620,76,22.2,1.9,1.4
20140621,79,21.3,2.1,2.3
20140622,75,21.9,1.8,5.9
20140623,83,21.1,1.6,12.4
20140624,80,21.8,1.7,2.5
20140625,75,22.8,1.5,0
20140626,72,23.7,1.5,0
20140627,70,24,1.7,0
20140628,69,24,2.2,0.8
20140629,71,23.4,1.8,0
20140630,75,23.7,1.6,1.7
20140701,73,24.6,1.6,1.5
20140702,81,23.1,1.7,7.7
20140703,90,21.3,1.8,25.8
20140704,78,23.6,1.6,0.9
20140705,78,23.1,1.5,0.8
20140706,84,21.5,1.8,8
20140707,81,23.3,1.6,0.9
20140708,83,25,1.5,4.2
20140709,85,26.1,2.3,7.2
20140710,72,26.9,2.4,0
20140711,60,26.5,2.3,0
20140712,72,24.7,1.5,0.9
20140713,79,24,1.7,8
20140714,71,25.6,1.9,0
20140715,79,24.4,1.4,2
20140716,76,25.2,1.5,2.4
20140717,84,24.3,1.7,7.7
20140718,85,24.6,1.8,18.6
